"1H","1L","2H","2L","3H","3L","4H","4L","5H","5L","6H","6L","7H","7L","8H","8L"
10,13,34,35,60,63,85,87,212,216,238,238,261,265,288,290
11,14,35,38,60,62,85,85,212,216,237,241,262,264,288,290
11,11,35,36,59,63,85,86,213,215,237,240,264,264,288,290
8,13,35,36,60,61,86,88,214,216,237,240,265,266,287,289
10,10,37,37,60,63,84,88,215,214,238,241,262,265,289,291
9,12,35,36,60,64,85,87,215,214,237,240,262,265,287,292
9,11,35,36,60,61,85,87,213,216,238,238,262,265,287,290
9,12,36,38,59,65,86,87,213,216,238,240,264,267,290,289
11,12,35,36,59,62,86,88,213,215,239,240,264,265,287,290
9,13,36,37,60,63,83,87,214,214,239,241,265,265,290,290
10,11,36,38,60,61,85,89,213,213,239,239,262,265,288,291
10,11,34,38,60,63,85,86,212,214,237,242,263,266,289,290
8,12,34,37,59,62,84,88,215,215,238,239,263,265,289,290
9,12,35,37,61,63,85,86,213,214,238,240,263,265,288,291
11,11,35,36,58,61,86,88,214,214,238,238,262,267,288,289
8,13,35,37,61,62,85,87,213,214,237,241,265,266,290,290
9,12,35,36,61,63,86,87,214,216,238,240,264,265,288,288
9,13,36,37,60,62,84,86,213,214,239,239,263,265,289,291
10,11,37,37,60,63,84,88,213,216,238,239,264,266,287,289
9,10,35,38,62,62,84,86,211,216,237,240,264,265,287,290
10,13,36,38,61,65,85,87,212,215,238,241,264,265,288,291
10,11,36,36,59,62,84,88,214,215,238,239,266,266,289,289
9,12,34,37,61,61,85,89,213,214,238,241,263,265,288,291
10,13,36,37,61,62,86,87,214,216,238,238,263,265,287,289
9,11,34,38,60,62,86,88,214,216,238,239,262,264,288,291
12,12,36,37,60,61,87,87,214,216,238,240,263,266,289,290
9,11,37,37,59,63,87,85,212,215,237,241,263,264,288,291
9,12,35,38,61,60,84,86,213,217,237,241,264,264,288,290
9,11,37,38,60,61,84,86,214,215,240,242,263,264,290,290
10,11,35,36,60,63,86,88,211,214,240,240,264,265,287,290
10,13,34,37,62,62,85,86,214,216,238,241,263,266,290,291
10,14,36,37,60,62,86,88,214,216,238,242,262,264,289,291
9,11,36,35,60,62,85,89,213,216,238,240,263,267,287,291
11,13,35,37,61,61,87,85,213,216,237,239,263,267,286,290
11,13,35,37,59,63,84,86,212,215,237,239,263,264,289,290
11,14,36,36,61,62,87,87,212,214,239,240,263,265,289,290
10,13,37,37,62,63,85,88,213,216,238,242,262,265,288,290
10,13,35,38,59,62,84,89,212,214,237,240,262,264,288,292
11,11,34,36,59,63,85,86,214,214,237,237,263,264,289,289
12,13,32,37,59,62,86,85,213,215,238,238,264,265,289,290
10,9,34,36,59,62,86,87,214,216,239,241,263,265,288,293
10,12,35,35,61,62,83,85,213,215,238,241,262,266,288,291
11,11,36,37,60,63,85,86,214,215,238,241,263,266,286,289
10,12,35,37,60,62,85,87,212,214,238,239,263,265,288,290
10,13,34,39,59,62,84,87,213,214,237,240,264,265,288,288
11,13,37,38,61,62,86,87,211,216,239,241,262,265,288,291
8,12,35,38,60,63,85,87,214,216,240,239,263,265,290,289
8,12,35,38,62,61,84,86,214,216,238,239,263,265,287,290
9,13,35,38,60,64,86,87,214,216,238,239,264,264,288,289
11,13,35,38,60,61,85,89,213,215,238,239,264,265,288,290
11,14,35,35,61,62,86,87,214,216,239,241,263,263,288,290
11,13,37,36,60,64,85,87,212,215,238,240,263,266,288,291
9,15,35,36,59,63,85,89,214,215,237,240,261,264,288,289
10,13,34,36,60,62,84,86,214,213,238,240,264,266,289,289
10,12,36,36,60,61,86,86,212,216,240,240,263,263,290,291
10,13,35,37,60,64,81,89,214,215,238,240,264,266,289,290
12,13,35,36,61,60,84,88,212,217,238,241,263,265,287,290
10,14,36,39,60,63,84,88,212,214,239,240,263,266,289,290
10,13,34,37,60,63,85,88,213,213,237,241,263,265,290,289
11,12,35,35,59,61,84,88,213,215,238,239,264,266,288,289
11,12,35,36,61,62,84,85,213,215,238,239,262,267,289,291
9,12,35,37,60,62,84,89,214,217,239,240,265,265,289,292
11,11,35,35,61,64,84,86,214,216,239,240,262,264,287,289
11,11,34,37,60,64,85,87,212,216,238,240,263,266,289,288
9,13,35,35,58,61,84,86,213,217,239,240,262,266,286,291
9,12,35,37,61,61,82,87,212,213,237,240,264,266,290,290
10,12,35,37,59,62,85,86,214,216,237,241,262,265,288,289
10,11,35,37,60,63,84,86,212,213,239,239,263,263,287,290
9,10,36,37,60,63,84,88,213,214,239,241,264,266,288,289
10,12,36,38,59,63,84,85,213,215,238,241,263,266,289,291
11,11,36,38,59,61,85,86,214,216,238,240,263,266,288,290
9,11,35,37,60,63,85,86,214,215,238,241,263,265,287,289
11,10,35,37,61,61,86,88,212,216,236,239,263,265,288,290
10,13,36,38,61,62,85,89,213,216,238,240,264,266,287,290
8,12,34,37,60,62,86,86,214,214,241,241,264,264,288,290
9,11,35,38,59,62,84,87,212,213,237,240,262,266,288,290
11,9,34,39,60,62,86,88,211,216,238,239,264,266,289,290
10,11,36,37,61,62,86,87,215,216,237,240,262,264,288,290
12,13,35,39,59,63,86,85,212,214,238,239,265,265,291,291
10,12,36,38,61,61,87,88,213,217,236,239,263,264,290,291
8,13,33,37,59,61,86,88,214,213,238,239,261,263,287,291
12,13,35,36,63,63,83,86,213,213,239,240,264,265,288,289
10,12,36,35,61,61,86,88,214,215,238,242,264,263,286,289
10,11,35,38,61,63,85,86,212,214,237,240,262,267,289,291
10,13,35,38,61,63,86,86,212,215,237,242,263,265,287,291
10,12,36,36,60,60,85,86,215,215,238,240,263,267,288,289
11,12,33,37,60,62,85,87,213,215,237,240,262,266,289,290
11,11,35,36,59,61,85,88,213,214,239,241,262,266,289,289
8,13,36,36,61,62,87,86,214,217,238,239,264,264,289,292
11,12,36,35,61,62,83,87,213,214,235,240,262,264,289,290
10,12,36,37,58,62,85,87,215,214,237,241,263,264,288,289
10,14,35,37,59,63,84,88,213,215,238,240,262,265,285,292
10,12,36,36,59,61,86,88,214,215,238,240,261,265,289,289
9,12,36,37,57,62,84,86,211,214,238,240,263,266,288,291
10,12,36,36,60,63,85,86,213,215,238,239,263,266,289,291
10,12,36,38,63,62,84,87,213,212,239,241,262,264,288,289
10,14,36,38,59,61,86,88,213,217,238,240,263,265,287,289
10,12,34,37,60,61,85,88,214,216,237,238,262,264,289,290
10,12,34,37,60,62,86,86,213,215,239,241,262,265,289,290
11,12,33,38,60,64,84,88,214,213,237,241,263,265,287,291
11,12,35,37,60,63,85,85,212,215,237,242,262,266,289,288
10,12,34,36,61,61,86,87,212,215,239,242,263,264,289,289
12,12,37,35,61,61,84,89,212,216,239,240,263,267,290,290
9,11,33,35,59,61,86,87,213,215,238,241,264,266,288,291
10,12,35,37,58,60,84,86,212,215,238,239,265,264,289,291
9,12,33,37,60,61,85,87,213,215,239,239,263,266,288,289
11,12,35,36,60,62,86,86,213,215,238,240,265,265,287,289
8,13,35,37,59,60,85,88,212,212,237,241,263,266,287,290
8,14,36,38,61,62,86,87,212,214,238,240,261,266,288,291
10,12,36,37,58,63,83,87,213,214,239,241,263,264,287,291
10,13,34,36,60,63,84,89,213,214,239,241,263,264,289,290
11,13,37,38,60,63,84,86,213,215,237,240,261,266,287,290
11,12,34,38,59,62,84,87,212,215,236,242,264,264,290,292
11,11,36,37,58,62,84,86,214,216,239,240,262,264,287,290
10,10,33,37,60,63,86,87,212,214,237,239,264,263,288,289
8,12,34,37,61,62,85,87,213,213,238,240,263,264,286,292
10,11,35,36,60,64,85,87,212,215,239,239,263,265,288,291
11,13,34,36,59,62,86,88,213,215,238,241,261,265,290,291
10,13,35,37,60,62,86,87,213,213,239,242,262,263,291,291
9,12,34,38,60,61,87,86,213,215,238,241,263,266,287,292
10,11,35,37,58,65,85,87,213,213,237,242,264,265,289,290
9,13,33,37,60,61,84,87,213,215,238,239,263,265,287,289
10,12,34,37,61,61,86,88,214,217,238,239,263,265,288,289
9,13,35,39,62,62,86,89,212,213,238,239,262,265,289,289
9,12,34,38,58,61,84,88,212,214,237,241,262,265,289,290
9,13,36,37,60,63,86,88,212,215,238,241,264,263,288,291
14,13,36,36,60,61,86,87,213,216,238,240,262,265,289,294
12,12,36,38,59,62,86,86,213,216,238,240,262,266,287,289
9,13,34,37,61,61,83,86,213,214,239,241,263,265,288,290
10,10,34,37,60,62,84,86,214,214,238,241,262,265,288,290
8,12,35,37,60,60,85,85,213,216,238,240,264,267,288,289
12,13,37,38,61,63,86,88,213,215,239,239,263,266,289,292
11,12,35,37,62,63,84,87,214,214,236,239,264,265,288,291
10,11,35,36,60,62,84,86,213,215,239,239,264,265,288,290
10,11,36,36,60,61,85,86,215,215,238,239,265,263,289,290
10,10,35,38,59,64,84,86,213,215,237,239,263,264,287,289
8,10,34,36,61,62,86,86,212,216,236,240,263,264,287,290
11,14,37,38,60,62,87,87,213,216,238,241,263,265,288,290
10,12,35,35,61,63,84,88,214,213,237,242,262,265,287,290
9,14,36,38,59,62,84,86,212,215,240,240,263,263,289,291
10,12,35,37,60,63,86,88,214,216,239,239,263,264,287,291
10,13,35,35,59,64,86,89,212,214,239,241,263,263,288,291
9,12,36,37,59,63,83,87,212,213,239,240,262,265,288,290
10,12,36,38,60,60,86,87,212,214,239,242,262,264,288,291
10,13,35,36,59,63,84,85,211,215,238,240,264,266,289,289
10,14,35,38,62,62,85,88,211,215,238,241,262,264,289,290
10,12,36,38,60,62,86,87,212,214,239,239,262,266,288,290
9,12,34,36,61,63,86,88,213,215,238,241,264,264,288,291
8,10,38,36,61,61,84,85,214,213,239,241,261,267,288,291
10,12,34,36,59,61,86,87,212,215,239,241,261,265,285,291
10,11,35,36,60,61,86,88,215,215,238,239,264,265,288,291
11,11,36,37,59,61,84,86,213,216,236,240,262,265,288,289
9,11,36,37,60,62,86,86,210,217,237,239,260,264,288,292
11,13,35,36,60,61,86,86,212,215,237,240,262,264,290,289
9,12,35,38,60,63,85,87,211,215,240,239,264,267,288,290
9,12,35,38,60,62,86,85,212,215,238,240,263,266,290,288
10,12,34,37,59,62,84,87,212,215,238,240,263,265,290,291
10,11,33,35,60,61,87,87,214,213,239,239,261,266,288,290
9,11,34,37,61,61,85,85,212,215,239,239,264,265,286,290
11,10,35,38,60,64,85,87,211,215,239,241,264,265,287,290
11,13,35,39,60,63,84,86,212,215,238,239,263,263,288,290
10,12,37,37,62,64,87,87,214,216,238,242,260,264,288,289
11,12,35,37,61,60,85,87,215,213,237,239,264,267,288,290
11,12,36,36,60,61,85,89,212,216,237,240,265,265,289,289
10,11,34,37,58,62,85,87,213,216,239,241,263,267,288,289
10,13,35,36,61,63,85,89,212,215,239,241,265,265,288,292
11,12,36,37,59,61,86,87,211,216,238,240,263,266,289,292
10,12,34,38,63,62,86,88,213,216,238,240,263,266,288,291
11,12,35,37,59,63,86,88,214,214,238,241,262,267,287,289
10,10,34,37,59,61,85,86,213,214,238,238,261,263,288,291
11,13,35,38,61,63,85,89,213,215,240,240,264,265,288,291
11,11,34,39,61,61,84,87,212,213,240,240,264,268,285,291
10,12,34,39,58,62,86,87,212,214,237,240,262,267,288,289
11,13,33,35,57,61,84,88,212,217,241,239,262,266,288,291
11,12,33,36,60,61,85,85,213,215,237,241,264,265,287,288
9,12,35,37,61,63,84,87,214,215,240,241,265,265,288,289
10,12,36,36,57,64,85,87,215,217,236,240,264,264,287,290
11,10,35,38,61,60,84,87,214,215,238,241,264,266,289,289
9,11,33,35,60,61,86,86,214,215,238,239,262,265,289,290
9,13,35,37,61,62,85,88,214,216,238,238,263,266,288,289
12,11,35,39,58,60,86,87,213,214,238,241,264,263,288,291
12,11,34,37,61,61,85,88,212,214,239,241,263,265,287,290
11,13,35,37,58,63,86,87,214,216,237,241,263,266,288,290
9,13,35,37,59,63,86,86,213,216,239,240,263,264,287,291
12,14,35,37,63,62,86,87,215,215,239,240,263,265,288,289
9,13,35,37,60,63,85,88,212,215,239,241,263,264,288,288
9,12,36,37,61,61,85,88,213,215,239,241,261,265,289,290
9,11,36,37,59,61,84,86,213,217,238,239,262,265,287,290
9,13,37,38,59,62,85,86,212,214,239,242,263,263,287,290
10,11,36,39,59,63,85,88,211,215,237,242,263,265,288,291
11,11,36,38,61,62,83,86,214,217,237,241,262,263,287,292
10,11,33,37,60,61,85,87,213,215,239,239,263,265,287,290
11,10,35,36,59,65,86,87,214,215,236,241,264,265,288,291
9,12,35,36,59,62,85,88,211,216,237,240,263,266,287,289
10,13,34,36,61,64,85,86,214,215,238,239,263,264,288,290
10,12,35,35,60,63,85,87,214,214,239,240,263,263,289,290
9,12,34,38,62,63,85,87,214,217,238,238,265,266,288,290
9,12,36,37,61,63,85,87,213,215,238,240,262,264,287,287
8,12,35,37,59,62,85,86,214,216,236,239,262,267,288,290
10,13,36,38,58,62,88,87,212,216,238,240,263,265,288,291
8,12,34,37,61,62,84,88,213,213,238,242,263,267,289,291
10,13,36,37,62,62,84,88,214,214,239,240,263,263,289,289
9,12,34,38,61,62,85,85,213,216,238,242,263,265,287,289
10,11,37,37,60,60,85,87,214,214,237,239,263,265,290,288
9,11,36,37,62,62,86,87,213,214,237,240,264,265,286,290
10,10,36,38,61,64,85,87,213,216,239,241,263,266,288,289
10,9,34,37,60,62,84,89,214,215,237,238,264,265,288,289
11,12,34,36,59,62,85,86,214,215,237,241,263,265,287,289
10,12,35,35,60,62,85,88,213,214,237,241,261,266,288,289
10,11,36,36,61,61,86,86,213,214,238,240,261,264,286,289
10,12,34,38,60,61,85,88,214,214,238,240,263,264,287,290
11,14,36,38,61,63,84,85,212,214,238,241,263,265,289,291
11,13,35,35,60,62,86,87,212,215,238,240,264,265,288,290
9,12,37,35,61,63,84,88,213,215,238,241,263,265,288,290
8,12,34,37,60,62,87,87,214,215,238,239,262,263,290,290
11,13,35,37,62,63,83,86,212,216,239,241,262,265,287,290
12,12,36,37,58,62,84,85,213,215,240,239,263,265,288,291
10,11,37,37,60,61,85,86,213,216,239,239,262,267,288,291
8,13,36,36,58,61,85,87,214,215,238,241,263,264,289,289
9,10,36,36,60,63,86,87,212,215,238,240,262,262,289,290
10,14,34,38,60,61,84,88,213,215,237,240,262,265,287,288
10,13,35,35,59,62,86,88,212,214,239,241,264,265,289,291
11,11,35,39,59,62,85,86,214,217,236,241,265,264,287,289
10,13,36,36,62,61,85,88,214,215,238,241,263,265,288,291
10,12,35,37,59,62,86,87,215,215,238,240,263,263,288,290
11,13,35,38,60,63,87,87,213,214,238,239,264,266,288,291
10,12,35,37,58,63,84,87,213,214,238,241,262,266,288,291
11,13,34,36,61,61,83,85,211,214,237,239,263,266,289,290
10,11,35,37,59,63,84,88,214,214,238,242,263,267,288,289
10,12,33,38,60,60,85,89,212,214,238,240,263,266,287,290
10,13,34,37,59,63,86,86,215,214,239,240,262,266,289,291
9,11,35,37,60,61,85,86,216,216,237,239,263,266,288,290
10,13,34,38,60,62,86,88,212,216,239,238,262,266,287,290
10,12,34,37,59,64,86,87,212,215,237,240,263,264,289,290
8,12,35,37,60,63,86,86,216,215,238,242,264,265,288,290
10,12,34,36,61,61,84,89,212,215,239,240,264,267,289,290
10,11,35,38,58,62,83,86,215,214,236,240,264,263,288,291
10,12,36,37,61,60,84,89,213,217,238,241,263,264,289,291
9,11,34,37,61,64,86,87,214,215,236,240,263,265,288,289
10,11,34,37,61,61,85,88,212,215,238,240,263,266,287,290
10,13,36,35,60,60,85,87,214,214,238,241,263,265,288,289
9,12,34,36,60,62,88,86,213,214,238,242,262,266,288,290
10,11,34,36,59,63,84,86,212,215,239,240,264,263,289,289
11,11,36,36,61,63,84,85,214,214,240,241,264,265,288,290
11,12,35,37,61,64,87,87,214,216,236,242,262,265,289,289
11,10,37,38,58,60,85,86,213,213,237,240,264,264,288,291
10,12,36,37,61,62,85,87,213,215,237,241,263,264,288,289
9,13,34,37,59,61,85,85,214,215,238,240,262,266,286,291
11,13,34,37,62,62,85,87,212,216,238,240,263,265,289,289
11,12,36,37,59,63,84,87,211,215,239,240,264,267,286,290
11,10,36,37,60,63,85,86,212,215,237,240,264,266,290,291
10,10,35,38,61,62,85,87,213,216,238,243,263,264,290,290
10,12,34,36,60,60,85,87,214,213,237,239,262,265,288,289
9,10,34,39,61,62,83,87,212,215,237,241,262,265,287,288
10,14,35,38,60,62,85,88,212,215,239,242,263,266,287,291
9,10,35,38,59,63,85,86,213,215,239,240,264,265,289,290
11,12,36,36,62,61,85,87,213,215,239,241,263,264,288,290
11,13,34,37,60,64,83,87,212,216,237,239,261,265,288,290
10,13,37,36,62,59,84,87,215,215,237,241,265,265,287,289
8,13,34,37,60,62,84,88,211,215,238,239,262,264,289,290
10,14,34,37,61,63,85,88,213,214,239,239,263,264,287,290
11,13,34,37,60,61,85,87,216,213,239,240,263,263,289,290
10,12,35,36,60,62,86,86,213,215,237,241,262,263,287,291
11,13,35,37,56,62,84,88,212,213,239,238,263,265,289,289
11,11,35,36,58,63,86,87,215,216,236,240,264,265,288,289
10,12,33,37,61,63,88,88,213,214,238,241,263,262,288,291
10,10,36,37,60,62,84,87,214,213,237,240,261,266,288,290
10,13,35,37,59,63,86,87,213,215,238,241,262,264,288,292
9,14,36,37,59,62,83,90,213,217,239,240,261,266,288,290
10,12,34,38,60,63,83,87,212,216,237,240,261,266,288,289
9,12,37,39,60,61,86,85,212,215,239,241,264,264,290,290
7,12,35,36,58,62,83,89,213,217,239,240,263,265,287,292
11,12,35,36,59,61,84,86,214,214,239,239,261,265,287,287
10,11,33,35,61,64,85,86,213,214,239,239,263,265,290,290
11,12,36,37,59,60,85,85,213,215,237,240,264,265,289,289
11,12,33,36,61,62,87,86,213,214,237,240,263,265,288,289
11,11,34,35,61,62,83,88,214,214,237,239,264,266,285,292
10,11,35,35,60,62,85,87,214,214,239,239,263,265,289,291
11,14,35,37,59,62,84,89,214,214,236,240,264,265,289,290
11,12,35,37,61,62,85,87,216,216,238,238,261,263,288,292
9,14,35,37,58,61,85,85,213,215,238,240,263,266,288,291
10,13,37,36,59,63,86,86,213,214,238,239,263,266,288,292
9,13,36,38,60,62,86,88,215,216,239,241,263,265,290,291
11,13,35,36,61,63,85,88,213,216,240,240,261,265,287,290
11,11,35,38,62,62,86,88,213,215,238,241,262,266,287,290
9,12,37,36,62,60,86,87,213,214,238,239,264,266,287,291
10,12,34,37,59,60,85,87,213,215,237,239,265,264,287,292
10,11,34,38,62,62,86,89,214,215,237,241,264,265,289,291
11,13,36,40,58,63,85,87,214,215,238,239,263,264,287,290
10,11,34,37,60,64,86,87,214,216,238,241,266,266,287,290
11,12,35,36,60,62,85,89,214,215,237,241,265,267,287,291
10,11,35,39,60,64,84,86,213,215,237,240,263,264,287,292
11,12,34,38,59,62,85,88,214,217,237,241,263,266,287,291
9,13,34,36,60,64,85,87,211,214,239,240,263,264,288,291
8,14,35,36,58,62,84,87,214,216,237,242,263,264,290,289
9,13,37,35,62,63,85,86,213,214,241,239,263,265,288,291
12,12,33,38,60,61,86,87,213,214,238,239,262,265,287,289
10,10,37,37,60,62,86,88,212,215,237,239,263,265,290,291
11,12,35,38,61,61,86,88,214,214,237,239,261,267,289,290
9,12,34,37,61,60,84,88,213,216,238,238,263,262,288,289
9,11,36,37,61,61,85,88,214,213,237,240,261,265,288,290
8,12,34,36,60,64,83,88,214,215,239,240,262,265,289,290
11,9,33,36,61,61,84,86,212,214,237,242,264,264,288,291
11,12,35,38,61,61,85,85,214,216,238,241,264,263,287,290
11,12,36,37,60,60,86,88,214,216,237,239,265,266,288,288
10,11,34,37,59,64,85,88,213,216,241,238,262,265,288,293
10,12,37,38,58,63,84,86,213,216,238,239,263,264,289,290
10,12,34,37,62,62,87,87,213,215,238,238,264,264,288,292
10,11,35,37,61,62,85,85,212,214,238,240,262,265,289,291
11,13,36,35,60,64,86,88,213,214,239,240,264,266,288,291
9,13,34,39,58,62,86,87,213,215,238,242,264,263,288,291
10,12,36,36,60,63,85,87,215,217,238,240,263,267,287,290
10,11,34,37,59,61,85,86,214,215,238,240,263,265,290,289
9,13,35,38,61,62,83,88,215,214,237,242,263,266,289,290
12,11,34,39,60,63,85,87,213,214,240,240,262,265,288,289
11,14,36,36,59,60,87,87,214,214,237,241,263,266,288,291
10,12,36,38,60,60,86,88,212,215,239,240,264,265,289,289
10,12,36,37,61,59,83,88,213,215,237,241,261,265,290,291
10,13,35,36,59,64,85,87,214,213,240,241,263,266,289,290
11,13,35,36,60,63,85,87,213,215,239,238,261,263,287,289
12,12,35,36,59,62,84,87,214,214,239,239,263,265,287,292
11,12,35,36,60,63,86,86,214,215,238,240,263,265,288,292
10,11,35,36,60,62,83,89,214,214,238,239,262,265,289,290
10,11,34,36,58,61,86,89,213,216,238,241,263,265,288,291
10,13,36,35,59,62,83,86,213,215,237,240,263,265,287,290
11,12,35,36,59,63,85,87,213,214,239,239,262,264,287,290
11,14,34,38,59,62,83,85,213,216,240,239,263,267,288,291
9,14,36,37,61,62,85,86,212,215,237,241,261,265,287,292
10,12,37,37,60,62,84,86,214,217,237,239,264,265,288,291
9,12,35,37,60,61,86,88,212,216,239,239,263,263,289,289
10,11,34,36,61,62,84,88,214,215,238,240,263,264,288,289
11,14,33,37,60,60,86,85,214,216,238,240,263,265,286,291
9,11,34,37,59,63,84,87,213,215,239,238,264,267,288,291
10,11,33,37,60,62,85,86,213,216,240,239,264,265,288,288
11,11,34,35,60,64,85,89,211,214,238,241,261,264,288,291
10,11,33,37,60,61,86,88,212,214,238,239,263,264,289,291
9,12,35,40,59,62,85,86,213,215,239,240,265,263,287,292
9,11,33,38,59,63,84,87,213,214,237,241,264,265,288,289
11,11,35,38,62,63,85,86,212,216,238,239,263,266,289,292
11,13,34,36,59,62,85,87,214,215,238,238,263,267,286,291
12,12,34,36,61,62,86,87,213,215,237,239,261,265,288,290
11,14,35,37,61,63,85,87,212,215,236,241,263,266,288,291
10,13,36,35,60,63,87,87,212,215,239,239,262,266,288,291
11,13,35,36,61,61,85,88,213,216,237,241,263,266,288,291
9,12,35,38,61,62,86,88,212,215,240,242,263,265,289,291
10,12,36,37,61,62,86,89,213,215,237,240,264,263,287,290
9,10,36,36,62,60,84,85,213,214,238,238,264,264,288,290
11,10,36,35,61,60,85,88,213,213,236,241,262,264,287,291
8,11,35,37,60,61,85,88,214,217,237,240,263,266,288,289
9,11,34,37,58,63,86,88,213,216,237,241,264,265,288,289
12,12,34,39,60,63,85,87,211,217,238,239,263,266,287,290
10,10,34,36,59,61,86,84,213,215,237,238,264,267,289,290
10,11,33,36,62,62,84,87,212,215,238,241,262,265,288,289
9,12,36,38,59,64,86,87,213,215,239,239,263,265,288,292
10,12,34,36,61,62,84,88,214,215,239,238,263,266,289,291
9,12,33,37,60,63,84,88,212,216,240,239,265,264,287,291
11,14,35,36,61,64,85,85,212,216,238,240,265,265,289,290
10,12,35,37,61,62,85,89,212,215,239,239,262,265,289,290
9,11,35,38,60,61,86,87,213,215,238,240,261,265,288,291
9,13,36,37,60,61,84,87,211,215,239,238,265,266,287,291
10,11,35,36,59,63,86,88,213,214,237,240,263,264,288,291
11,10,35,37,59,62,85,89,215,215,239,239,261,266,289,290
11,11,35,37,60,62,84,88,212,215,238,239,263,267,289,290
11,11,36,36,61,62,87,90,214,215,238,239,265,264,289,290
8,12,36,36,59,61,85,86,213,215,239,240,263,265,288,290
11,12,35,37,59,62,85,86,211,214,238,239,264,266,287,291
220,11,245,38,270,61,296,87,214,6,239,29,263,55,289,80
219,13,243,37,269,60,295,88,211,6,237,30,263,55,288,81
219,12,246,36,269,62,293,87,216,4,239,29,264,54,288,77
220,13,245,37,271,62,294,88,212,4,238,29,262,54,288,80
221,11,246,37,270,62,293,85,213,4,237,31,264,55,288,81
222,13,245,38,272,62,294,85,213,4,239,29,264,55,288,79
221,12,247,37,268,63,296,86,211,6,240,28,263,55,287,80
221,13,246,36,270,62,294,87,213,5,236,29,263,54,289,82
219,12,243,37,270,62,295,88,214,6,239,29,263,52,289,82
219,13,247,38,271,62,296,88,214,4,238,30,264,54,286,82
221,11,244,37,270,63,295,88,214,5,237,30,262,55,288,81
221,11,242,38,271,62,295,87,215,4,238,30,262,53,288,79
221,12,244,37,270,63,296,87,212,4,239,30,265,56,287,81
220,13,247,36,269,61,295,86,213,5,237,31,263,56,288,80
218,12,247,38,269,62,295,85,212,5,236,29,265,57,287,79
221,13,245,38,269,62,296,85,212,5,238,29,263,55,289,82
220,14,244,37,270,62,298,85,213,6,238,30,263,54,286,79
219,11,243,36,270,63,297,87,212,5,239,28,264,55,288,81
222,12,245,37,271,62,295,88,212,5,238,31,263,57,286,79
219,13,246,35,269,61,295,85,213,5,239,29,265,54,289,81
221,14,245,38,271,62,295,85,213,5,235,32,264,56,287,81
220,12,244,38,268,64,293,84,212,5,238,30,262,54,288,78
218,11,244,37,271,63,295,86,213,5,239,32,263,55,287,81
219,12,244,37,270,62,295,88,213,6,240,29,261,54,288,81
221,11,244,37,268,61,294,87,213,5,237,29,262,56,289,80
218,11,244,37,270,60,295,87,212,6,238,30,263,56,288,80
220,12,245,37,272,63,295,88,212,6,238,30,264,54,287,80
222,13,245,37,271,64,296,90,213,4,239,29,262,53,288,81
218,12,246,35,270,61,294,88,212,5,238,28,263,55,288,80
220,12,246,36,269,62,295,87,213,6,238,31,265,56,288,79
220,11,244,38,270,63,296,85,214,6,237,29,262,56,287,80
220,11,245,37,270,63,296,87,212,5,238,30,261,54,288,78
219,13,247,37,271,60,294,84,213,7,238,29,266,55,288,79
220,12,243,38,270,62,295,87,213,6,237,30,262,55,288,79
219,12,245,37,270,63,296,87,214,7,238,31,262,55,287,80
221,10,246,37,269,64,295,86,212,4,238,31,264,54,287,80
218,12,246,37,270,63,293,86,214,6,239,30,265,56,288,79
219,12,246,36,270,59,295,87,211,7,237,29,263,55,288,80
222,10,245,38,269,64,297,87,212,6,238,30,263,56,290,80
221,11,244,38,268,61,294,86,213,6,239,32,264,54,288,80
220,11,246,36,269,61,294,87,213,4,238,31,264,56,287,81
219,12,245,38,270,63,294,86,213,5,238,29,263,56,289,80
221,11,245,36,270,62,296,86,213,5,237,29,266,56,288,79
220,12,246,37,270,62,293,88,214,3,238,30,263,55,288,80
222,13,246,36,270,63,294,88,212,5,238,30,263,55,288,81
219,11,246,38,271,61,295,88,212,5,237,29,263,56,288,78
221,10,246,36,271,62,294,87,213,6,240,29,264,55,288,78
219,13,245,38,271,62,295,86,213,4,239,30,261,57,287,80
219,11,244,37,270,62,293,85,212,3,238,29,264,54,287,78
219,14,247,38,269,62,295,88,213,3,238,29,263,57,289,81
221,12,244,37,270,62,294,88,212,7,238,31,262,56,289,81
220,11,245,39,270,62,296,86,212,3,237,30,264,55,288,80
219,12,244,37,270,63,293,86,214,4,237,31,262,55,289,79
219,12,245,35,270,62,295,88,212,4,239,29,261,56,286,81
221,12,245,37,269,62,294,86,214,6,238,30,265,58,288,80
219,11,245,36,272,63,296,87,213,3,240,30,262,54,288,79
219,13,245,37,269,63,293,87,212,5,238,29,262,57,287,81
219,12,246,36,271,63,296,88,214,6,237,29,262,56,289,80
219,14,246,36,270,64,294,88,213,4,238,31,263,55,286,80
221,11,243,36,271,62,296,88,211,7,236,30,264,54,287,80
220,13,245,35,271,63,296,85,213,4,237,31,264,53,288,82
220,12,243,36,270,62,294,86,212,7,239,30,262,56,288,80
218,13,243,35,272,62,296,87,213,7,238,30,261,56,288,81
220,12,245,38,271,62,295,87,214,5,240,28,264,56,288,81
220,13,245,36,269,62,295,88,213,5,238,30,264,54,288,81
220,12,245,37,270,61,295,86,212,4,238,29,264,56,290,80
222,13,244,36,270,62,296,90,214,5,238,29,262,57,287,80
221,11,243,35,270,61,296,88,214,6,238,30,262,56,288,81
219,12,243,37,268,62,295,89,213,6,238,31,262,55,288,80
