"1H","1L","2H","2L","3H","3L","4H","4L","5H","5L","6H","6L","7H","7L","8H","8L"
10,11,35,36,57,62,85,89,215,215,238,238,262,265,289,288
11,13,36,36,61,61,84,87,213,213,240,241,262,263,289,291
9,12,34,37,60,62,85,86,215,216,237,240,263,267,289,291
8,12,35,37,61,61,83,89,212,216,236,239,262,266,288,290
10,12,35,37,61,61,85,88,214,216,236,241,264,265,289,290
9,13,33,37,60,60,86,86,214,215,238,242,263,264,289,290
10,13,36,36,59,64,86,88,212,216,239,241,263,265,288,289
11,10,33,36,61,63,85,86,212,215,237,240,261,266,288,289
11,12,37,38,61,61,84,86,213,215,240,239,262,266,286,290
11,12,35,37,60,62,86,86,215,215,238,239,264,266,290,290
10,13,35,36,60,63,88,85,211,216,238,239,263,265,288,290
10,12,35,37,59,60,84,87,214,215,238,241,264,264,287,291
12,12,34,37,61,63,87,86,212,213,240,239,262,263,288,291
10,12,37,38,61,62,84,87,211,216,238,240,263,265,289,289
11,14,35,36,61,63,86,88,214,217,237,242,263,266,289,291
11,12,36,35,63,61,84,86,212,214,237,240,264,264,288,289
10,14,35,37,59,62,84,86,212,215,238,240,263,265,288,292
9,11,34,38,59,63,86,87,214,215,239,240,263,264,288,291
9,11,33,37,60,63,83,86,213,214,238,241,263,267,288,290
10,11,33,36,59,62,85,88,214,213,239,239,264,266,286,290
11,12,36,38,59,63,85,86,211,215,235,239,262,266,288,289
10,12,35,40,59,63,83,87,213,214,239,239,263,267,289,290
10,13,35,36,62,62,86,87,213,216,240,241,263,266,289,290
10,11,35,38,59,60,85,86,213,214,238,239,264,265,288,289
10,11,35,37,60,60,85,87,213,214,236,240,263,265,288,290
9,11,36,36,62,61,84,88,212,215,237,240,264,263,287,290
10,13,36,39,61,62,85,86,213,216,238,241,263,265,289,290
10,12,36,37,59,63,86,86,214,214,238,240,261,265,288,289
10,11,36,35,61,62,85,86,211,214,237,240,263,266,288,290
10,13,36,36,60,63,85,86,213,215,237,238,264,265,288,290
10,12,34,36,60,63,85,87,214,216,238,240,264,265,288,292
8,13,34,38,58,63,85,87,214,214,236,240,263,265,287,292
9,11,34,35,62,63,85,86,212,215,238,241,262,266,288,289
9,13,34,38,59,62,86,86,212,214,239,239,263,264,289,291
9,12,34,38,60,62,87,87,214,215,239,240,262,264,288,290
10,11,35,39,60,62,85,87,213,215,239,241,262,263,288,289
10,11,35,36,59,61,85,87,212,215,238,240,264,264,288,289
12,15,36,39,61,63,87,87,214,216,237,239,261,266,287,289
10,11,35,39,60,61,85,87,214,215,238,238,263,265,289,291
9,11,34,38,59,63,86,87,212,213,238,239,262,264,288,290
10,11,35,38,60,62,85,85,215,215,239,240,262,263,289,291
9,13,36,35,63,61,86,85,214,214,238,240,264,265,288,290
11,12,33,37,60,63,83,86,213,216,237,240,264,264,288,290
10,11,35,37,61,62,85,86,213,216,238,241,263,265,289,291
10,12,35,39,61,62,84,87,214,216,237,241,265,266,287,289
11,13,34,37,59,61,85,88,212,213,236,238,261,266,286,291
12,12,35,37,61,62,85,87,213,215,237,240,263,264,289,289
10,13,33,36,62,62,84,87,214,216,239,239,265,265,289,290
11,11,34,38,60,63,86,88,213,215,238,241,263,267,287,288
10,13,36,37,61,61,86,88,213,216,237,238,264,265,286,288
12,12,36,37,60,61,85,87,213,217,238,240,264,265,287,289
12,13,34,37,61,63,84,87,213,216,238,240,265,264,287,289
11,13,34,40,58,62,85,88,212,216,239,239,262,265,287,290
12,12,36,37,59,62,84,87,213,215,239,240,264,263,287,291
10,12,36,36,60,61,85,89,214,216,241,238,263,267,287,290
9,13,34,37,61,61,83,88,213,216,236,240,263,266,287,290
10,13,36,37,61,62,85,87,213,215,238,240,262,266,288,292
9,11,37,37,60,62,86,86,213,214,238,239,263,266,288,289
10,13,35,36,61,62,85,88,212,213,238,241,262,266,288,289
10,12,34,35,62,63,86,87,214,214,237,240,264,264,290,290
10,11,35,39,61,62,84,85,213,214,238,241,263,266,288,292
9,13,36,38,61,62,85,86,214,213,239,240,262,264,289,287
10,9,36,38,61,62,83,89,215,214,237,241,263,265,285,290
11,11,34,38,58,63,85,88,214,215,237,240,262,265,288,290
10,13,35,37,60,64,85,86,214,214,238,240,262,266,288,290
10,13,34,36,59,62,86,86,213,216,238,240,263,265,288,292
9,11,34,36,62,60,85,87,213,216,237,239,262,264,288,290
10,12,35,39,60,64,85,88,214,214,238,240,264,264,287,291
9,13,35,39,60,61,85,87,211,215,240,239,262,265,289,288
9,13,34,36,59,62,86,88,214,215,240,240,263,266,288,290
10,11,34,37,60,64,87,87,214,216,237,241,262,265,288,292
9,12,34,36,61,62,85,88,214,214,239,242,262,265,289,289
9,12,34,35,59,63,86,88,214,215,239,239,262,265,287,289
10,11,35,37,62,60,85,88,211,215,237,240,262,264,289,290
11,12,35,36,59,63,85,88,211,214,238,239,263,267,287,291
11,11,36,37,60,62,85,87,212,215,238,240,262,265,288,289
9,12,35,37,58,60,84,85,212,216,238,240,263,263,287,289
12,13,38,38,60,62,87,88,213,214,236,240,264,264,291,289
10,11,35,37,59,61,85,88,211,215,240,243,262,264,287,291
11,13,35,38,59,62,84,86,216,216,239,241,263,265,288,289
8,12,34,36,58,63,86,87,214,214,238,239,263,266,286,289
11,11,35,36,61,63,84,87,213,215,238,240,262,264,288,289
10,13,35,37,60,62,85,87,213,214,237,240,262,265,287,287
10,11,34,38,60,62,86,87,213,213,238,240,262,266,288,289
12,13,34,36,59,61,85,87,212,216,238,241,262,265,289,289
11,13,36,37,59,61,85,86,213,215,240,239,263,266,287,290
11,11,39,36,59,61,83,88,212,214,238,239,264,265,288,289
10,11,35,38,59,61,85,87,212,215,238,240,263,266,287,290
10,12,35,36,60,60,86,87,213,215,238,240,263,264,288,290
10,11,35,37,58,62,86,86,212,214,237,239,262,264,287,290
11,11,35,39,59,62,86,86,212,216,241,242,264,264,288,291
9,13,36,37,58,63,86,87,214,214,238,239,262,266,287,290
10,13,35,36,60,62,85,86,213,216,237,241,264,262,290,290
10,12,33,38,58,63,87,86,213,216,236,240,264,265,287,290
9,13,36,37,60,60,84,86,213,213,238,240,263,266,289,292
10,12,35,37,62,62,86,87,212,215,237,241,263,264,286,289
9,12,35,36,60,62,84,87,214,214,238,243,264,266,287,289
10,12,34,35,61,61,87,87,212,216,240,240,264,265,289,290
10,13,35,36,60,62,84,87,213,216,236,241,262,265,289,290
9,10,35,38,60,62,84,85,213,215,238,239,264,265,288,290
9,13,35,38,58,62,86,87,213,213,238,241,264,264,287,290
11,13,35,37,61,62,87,88,214,216,237,240,264,264,288,290
10,12,34,36,62,62,84,88,214,215,237,242,262,263,289,290
10,13,36,37,61,61,86,86,212,216,239,238,263,263,287,289
11,11,35,36,59,63,86,86,213,215,237,237,263,265,286,291
9,12,35,37,60,63,85,88,215,215,236,241,263,264,290,290
11,12,35,34,59,62,85,86,215,214,237,240,264,264,288,291
10,12,36,39,60,63,86,89,215,213,239,240,262,265,287,291
11,14,35,37,59,62,84,86,215,214,236,241,264,264,289,290
10,10,35,39,59,61,83,86,214,216,237,241,264,265,290,290
11,13,35,38,60,62,85,86,213,214,239,239,261,263,288,290
10,12,36,36,61,64,85,85,211,215,238,238,264,264,287,289
11,12,36,36,61,62,85,87,213,216,239,241,264,265,288,290
9,11,35,37,60,61,84,87,212,213,238,238,263,265,288,290
11,11,35,38,61,61,83,86,213,214,237,240,263,264,289,291
8,11,36,38,61,61,85,89,212,214,238,240,263,266,289,290
8,14,35,35,60,63,85,89,212,214,237,239,263,266,288,289
9,14,36,38,59,62,85,87,214,216,236,239,264,266,287,289
10,12,33,36,59,62,84,87,213,215,238,239,262,264,287,289
10,14,35,35,61,63,84,88,212,216,238,239,265,265,290,290
11,10,35,38,61,62,85,86,212,214,237,241,263,266,288,289
11,13,35,37,59,63,87,88,213,213,238,241,263,264,289,289
9,12,34,37,58,61,86,86,213,215,238,240,263,266,289,291
11,14,33,37,59,62,86,85,212,216,240,240,264,265,288,292
10,13,36,35,60,64,84,87,213,213,239,241,262,265,288,288
11,10,33,37,60,61,86,88,213,214,238,242,264,264,288,290
10,13,34,37,59,63,84,89,213,217,238,240,262,266,289,289
10,10,35,38,60,62,85,88,212,214,238,241,264,264,289,289
10,14,35,36,59,62,85,89,211,215,238,241,262,266,286,291
10,10,35,37,61,64,86,84,213,215,239,239,262,265,288,290
9,11,35,36,59,62,87,89,213,213,238,241,261,266,290,291
8,12,36,37,60,62,85,88,214,215,240,241,263,265,289,291
11,11,35,38,62,61,86,87,212,213,238,240,264,264,285,291
11,12,35,39,60,62,86,88,212,214,236,240,263,265,287,292
10,11,33,35,59,62,86,87,213,216,237,241,264,265,288,289
9,11,35,36,61,62,84,87,211,215,239,240,262,264,286,289
9,13,35,39,59,61,86,88,213,216,237,239,262,266,285,290
10,12,35,36,60,63,84,86,214,215,239,241,263,264,285,289
10,12,34,37,62,62,83,88,211,214,237,240,264,264,287,289
11,13,36,36,61,62,86,86,214,216,239,239,263,265,289,291
10,11,35,36,59,63,86,88,215,215,237,242,262,265,287,290
9,12,35,37,61,61,85,89,213,214,239,239,261,266,287,290
11,11,34,37,61,63,86,87,212,214,240,239,263,265,288,290
10,13,36,38,60,63,85,87,213,216,238,240,264,264,289,289
10,12,33,36,60,63,85,86,212,216,239,239,263,266,288,291
9,12,34,38,59,63,86,88,214,215,239,239,265,265,288,289
10,13,33,36,61,61,85,86,213,215,237,241,263,265,289,292
11,13,36,37,61,62,86,87,213,215,237,238,263,266,287,291
11,11,36,37,59,62,86,87,213,214,240,240,264,264,290,289
10,12,33,36,59,63,84,88,214,216,238,241,262,265,289,289
11,12,35,37,60,62,85,87,214,217,237,238,263,266,289,290
11,13,36,38,59,61,85,87,212,215,239,241,262,264,288,291
9,12,36,37,59,63,85,86,212,213,238,240,263,264,289,289
9,12,37,38,59,63,83,87,211,215,237,240,264,264,288,290
9,12,35,37,59,62,84,86,214,216,237,239,263,265,286,290
10,11,36,36,62,61,87,87,213,216,236,239,261,266,288,290
12,11,35,39,58,63,86,87,213,216,239,239,264,265,288,288
9,11,35,37,58,61,84,88,213,216,237,240,263,266,287,290
10,11,34,37,60,63,83,88,214,216,237,239,264,264,289,290
11,12,35,38,61,63,83,87,213,216,239,240,264,266,288,292
10,10,35,37,59,63,83,86,213,214,238,239,263,263,289,290
11,12,37,37,61,62,84,87,212,215,237,238,263,264,288,290
9,11,35,38,60,62,85,88,213,215,238,240,263,267,288,291
11,12,36,38,58,61,86,87,213,216,238,240,263,265,289,291
11,12,35,38,59,61,85,88,213,215,237,239,262,265,287,290
12,15,34,37,58,62,83,87,211,216,238,241,264,266,289,291
115,12,138,38,163,64,191,87,214,112,239,136,262,159,287,184
115,13,141,37,165,63,188,87,212,109,240,136,263,160,289,185
116,13,141,37,166,64,189,86,211,107,237,136,262,162,288,185
114,13,138,37,164,62,191,85,213,109,239,136,262,158,288,187
115,12,141,39,165,62,189,87,212,113,237,134,265,161,287,184
115,11,141,36,165,62,189,88,215,110,237,135,265,161,287,184
115,11,139,37,166,62,191,86,213,110,236,135,263,159,289,186
116,11,140,36,164,63,191,88,212,111,239,135,263,160,288,185
115,13,142,36,164,62,190,87,212,111,237,135,264,160,288,185
114,10,141,36,164,62,191,87,213,110,238,134,262,160,290,185
115,14,139,36,166,62,191,89,214,111,237,135,263,159,287,186
115,12,139,37,165,62,191,87,213,109,238,134,264,160,289,185
115,11,139,36,164,62,190,86,212,111,240,136,262,160,289,185
113,11,140,36,164,61,191,88,213,109,238,132,262,159,289,184
115,13,141,37,164,62,192,87,214,110,238,136,263,160,290,186
116,10,139,36,165,61,190,88,212,108,238,134,262,160,287,185
114,12,140,39,167,62,192,87,213,109,239,135,262,161,288,185
113,11,141,37,165,64,189,86,213,108,238,135,264,160,287,186
116,13,139,36,166,62,189,86,212,112,238,137,263,160,289,185
113,12,139,37,165,61,192,89,213,108,237,134,264,160,288,183
115,12,141,36,165,62,190,87,213,108,241,134,261,159,288,186
116,12,140,39,167,61,190,86,213,108,239,136,264,159,287,187
114,11,139,37,165,63,190,89,212,111,239,135,266,160,287,186
114,13,140,38,166,62,190,86,213,109,238,133,263,158,291,185
115,11,141,37,164,61,190,87,212,110,237,134,263,158,287,184
115,12,139,39,166,62,192,87,212,111,239,133,263,162,287,185
115,11,142,37,164,62,189,87,213,110,237,135,263,161,286,184
115,11,139,36,165,63,189,87,213,110,239,136,263,158,286,187
115,11,140,37,165,62,189,87,210,111,239,135,262,160,290,186
116,11,140,37,165,60,191,88,214,112,238,134,263,160,287,186
116,13,142,37,166,60,192,86,212,111,239,134,263,160,289,185
116,11,140,38,164,62,190,87,213,110,239,136,264,159,288,185
114,13,141,38,165,62,189,88,214,111,238,134,264,161,288,187
113,14,140,36,166,60,189,87,212,110,237,135,263,161,289,185
115,10,140,37,165,61,191,87,211,110,238,134,262,160,289,186
114,10,139,37,163,62,190,86,212,110,237,135,264,160,290,184
116,13,142,36,163,63,189,89,214,110,237,133,264,160,289,185
114,13,140,37,164,64,191,87,213,112,239,135,262,161,288,185
115,14,142,37,165,60,188,87,212,111,239,133,264,161,289,184
117,11,140,37,163,62,191,86,214,110,238,135,263,159,286,185
115,12,139,37,166,64,189,86,213,112,236,136,262,161,289,185
114,11,141,35,165,62,192,88,215,110,237,136,265,160,288,185
116,12,141,38,166,62,191,88,214,109,238,136,263,160,287,185
113,12,139,38,166,63,191,86,212,112,239,135,263,160,288,185
116,13,139,38,165,62,190,87,213,111,236,136,262,161,288,185
117,13,141,37,164,62,191,87,211,110,240,136,263,160,288,186
112,12,139,37,165,61,190,88,215,110,238,134,263,158,288,185
115,13,139,38,163,62,190,87,213,110,238,135,263,159,286,185
115,12,138,40,166,63,188,87,213,108,239,135,262,160,288,185
115,13,141,37,166,64,190,88,212,111,237,134,263,160,288,185
116,11,140,38,166,62,192,87,213,110,238,136,264,161,289,185
115,13,139,37,167,61,191,88,212,110,238,134,264,159,289,187
115,11,139,37,164,62,190,89,213,110,238,134,262,161,289,184
115,11,140,37,166,62,191,87,213,109,238,137,263,159,288,185
116,12,140,38,167,62,192,87,213,112,236,136,261,162,289,185
114,12,139,37,165,62,191,86,214,110,239,134,262,159,290,187
114,13,142,36,165,62,192,87,212,111,239,133,263,158,286,185
116,13,140,36,166,62,191,87,215,113,239,134,262,163,287,186
115,13,141,37,166,63,188,87,212,110,239,134,264,160,287,183
114,12,140,35,165,63,192,86,212,109,237,135,263,160,288,184
116,13,139,39,165,63,190,86,212,109,238,136,265,159,287,185
114,11,140,39,165,62,190,88,211,108,239,135,263,161,287,184
115,12,140,38,164,63,190,85,212,109,239,135,264,161,288,183
115,12,140,36,166,62,190,87,214,110,239,135,262,161,288,186
115,12,139,36,165,62,189,86,212,110,238,135,263,159,288,187
114,11,141,39,164,62,187,85,211,111,238,134,265,160,288,183
114,11,139,37,166,62,189,88,213,108,239,134,265,158,288,185
116,12,139,37,165,63,191,88,214,110,237,135,263,161,289,184
114,13,141,37,164,63,189,88,215,109,238,136,263,159,286,185
115,12,141,36,165,62,191,88,211,109,238,134,262,159,286,184
115,13,140,36,166,61,190,88,212,110,239,136,263,162,287,186
115,15,141,36,165,62,191,88,212,109,238,136,263,159,289,185
114,14,141,36,164,62,190,88,214,111,237,136,262,162,287,185
114,12,138,37,166,61,190,87,211,111,237,136,263,159,289,185
114,11,140,38,166,63,190,86,213,111,237,136,264,159,289,185
115,12,139,36,165,61,190,88,213,110,238,135,263,161,288,185
116,11,140,36,166,63,188,87,213,111,238,134,263,160,288,184
117,12,141,36,165,60,189,86,214,109,239,134,264,160,287,185
116,12,141,36,165,61,189,87,213,109,238,135,263,161,287,185
114,11,141,37,164,64,191,87,214,109,238,137,265,161,289,185
116,12,140,36,165,62,191,87,213,110,237,135,264,159,286,184
115,13,140,38,165,62,190,89,212,109,239,136,262,160,289,187
115,12,141,36,164,61,189,87,212,111,240,134,263,159,286,186
114,11,139,37,167,62,191,86,212,110,239,136,263,161,289,187
115,13,139,38,165,62,190,88,214,110,239,136,262,158,287,186
115,11,138,38,163,63,192,87,215,110,237,136,264,161,289,184
116,12,140,36,164,61,189,86,212,111,237,136,265,161,288,183
116,12,139,37,165,61,189,86,213,108,238,136,263,159,290,184
116,12,139,35,165,60,189,87,213,110,239,135,263,161,290,185
114,10,139,37,166,60,190,86,213,109,238,136,262,161,287,186
114,13,140,37,162,61,191,86,212,110,239,136,263,161,288,183
114,12,138,37,165,63,191,87,212,110,238,135,262,159,288,184
115,12,141,37,165,63,189,86,213,109,239,135,264,159,286,185
114,11,140,35,164,62,190,89,214,109,238,134,263,159,288,184
115,10,138,37,165,62,189,88,216,109,239,135,264,160,288,187
117,13,140,36,167,64,189,86,214,111,237,135,263,160,287,184
113,11,139,37,164,62,190,86,211,111,237,134,263,160,288,185
115,10,140,36,165,63,189,87,211,110,240,135,263,158,287,185
115,14,139,37,164,62,189,87,212,112,237,136,263,159,288,183
115,13,140,38,163,62,189,88,214,111,239,134,264,161,288,185
114,12,140,36,163,62,190,87,214,109,238,134,262,160,287,185
114,13,139,37,164,64,188,84,212,111,238,136,263,160,290,184
116,10,137,36,167,63,190,86,214,112,237,136,264,159,287,187
115,13,140,35,165,63,188,85,213,109,237,134,264,161,290,185
116,12,141,36,165,63,191,87,213,109,237,134,262,161,289,184
114,12,139,36,166,62,189,88,212,111,239,135,263,161,288,186
115,13,142,37,166,61,190,87,214,110,239,134,262,157,288,183
113,12,139,38,165,61,191,87,213,110,238,134,263,161,287,183
115,12,139,37,164,61,189,86,216,111,240,136,264,160,288,183
115,12,140,36,165,62,192,88,213,110,238,136,261,159,289,186
116,12,139,37,167,62,189,87,214,110,238,137,266,160,288,186
115,11,141,37,165,62,189,87,213,111,240,132,263,159,289,185
116,12,139,37,167,63,190,87,211,109,238,135,263,163,289,185
117,12,140,38,165,62,189,86,214,110,238,136,264,160,288,185
116,11,139,38,164,60,190,89,213,110,237,135,264,159,288,183
115,11,139,38,165,62,188,88,213,110,238,133,263,161,288,186
115,12,139,35,165,62,190,86,214,109,239,136,263,160,290,184
113,12,142,36,165,63,188,86,211,110,237,135,264,160,285,186
115,12,139,37,167,63,189,88,212,108,238,136,263,160,288,186
115,12,139,36,164,61,189,88,214,109,238,136,262,159,288,183
115,13,141,36,166,61,191,86,212,108,240,135,263,159,289,184
113,12,142,36,165,62,190,86,212,111,239,136,264,160,287,184
115,13,139,38,166,63,191,86,213,111,237,135,262,162,289,183
115,11,140,37,166,62,190,87,212,109,239,135,263,159,287,186
115,12,140,38,164,62,190,87,213,111,239,137,263,160,287,184
115,14,139,37,164,64,192,86,213,112,238,133,262,157,288,185
117,12,140,36,166,61,190,87,213,111,237,134,264,160,289,185
113,13,138,39,167,62,188,86,213,111,239,136,262,161,288,186
114,14,140,36,164,62,191,87,214,110,238,134,264,162,288,185
116,12,139,37,166,61,191,88,213,109,240,133,263,159,288,186
115,12,139,37,166,61,189,88,214,112,237,134,262,160,288,187
115,12,140,37,166,63,189,88,214,109,238,136,262,160,289,187
114,13,140,36,166,62,189,87,214,112,236,135,261,159,289,184
115,10,140,35,165,63,190,88,214,111,239,135,262,161,288,185
115,12,139,38,166,62,190,86,214,110,237,135,262,159,289,186
113,11,140,37,166,64,189,87,210,109,237,137,262,158,287,184
114,13,140,35,166,62,189,89,212,107,238,135,264,160,289,185
115,11,139,36,164,62,188,87,214,111,238,135,265,158,289,187
114,14,139,38,164,63,192,86,213,109,239,136,264,160,288,185
115,11,141,37,164,61,190,87,212,110,238,135,262,160,287,184
116,12,140,36,166,61,189,88,213,108,238,134,263,160,288,184
115,12,139,38,165,64,190,87,212,111,239,133,263,161,286,186
115,11,141,37,167,63,190,88,213,111,237,136,263,161,288,186
115,12,139,37,164,64,190,87,215,108,236,135,263,160,287,183
116,13,141,38,165,63,189,88,213,109,238,136,264,162,288,186
114,13,140,36,165,62,190,87,213,109,236,134,264,162,287,185
114,13,139,37,166,62,191,87,214,112,238,136,263,162,288,185
114,12,138,39,165,62,189,86,212,109,237,135,264,158,289,187
116,12,139,37,164,62,190,86,213,110,238,136,263,160,287,187
118,12,140,39,166,63,189,87,212,111,238,134,263,161,289,185
116,11,140,37,164,61,190,86,213,110,238,133,263,160,285,185
116,12,139,37,166,62,190,88,214,112,239,135,263,160,288,184
113,12,140,39,166,64,190,87,213,110,236,133,263,161,288,185
114,15,141,37,166,61,189,88,212,109,237,135,261,161,289,185
114,12,140,36,165,62,191,87,212,111,237,137,265,160,286,185
115,13,140,35,166,62,190,86,211,111,237,135,262,160,288,186
115,11,140,37,165,63,191,87,213,110,239,135,265,161,287,186
116,12,141,36,165,61,192,87,215,109,239,136,263,159,288,184
115,12,138,36,166,61,189,88,215,109,237,135,263,158,290,185
113,12,139,38,165,61,191,88,214,110,238,136,264,160,290,184
115,12,138,38,166,63,189,86,214,110,236,135,264,161,290,184
114,13,139,37,167,64,189,86,212,111,237,136,263,161,290,186
115,12,141,37,165,62,189,86,214,110,239,135,262,160,287,184
116,10,140,36,165,62,190,88,213,109,239,136,264,160,287,186
114,13,140,39,166,62,190,88,212,110,239,134,264,158,287,187
116,12,140,37,165,62,192,89,213,109,240,136,263,159,288,185
114,11,139,36,165,61,191,88,211,110,239,135,263,161,289,185
114,12,140,38,165,62,190,88,212,110,238,134,263,159,288,185
115,13,140,39,166,62,189,87,213,110,237,135,262,160,288,184
115,12,141,38,165,61,190,89,214,110,237,134,264,160,288,185
117,12,139,37,165,63,188,88,212,111,238,134,265,158,289,184
113,13,141,36,163,62,190,87,213,111,238,136,264,159,288,184
115,14,141,36,164,62,191,85,213,110,238,134,263,161,289,184
116,12,141,39,166,63,191,86,213,109,240,136,264,160,289,185
115,13,140,37,165,62,189,86,213,108,238,135,262,159,288,185
115,12,139,37,165,61,190,87,214,110,238,136,262,160,287,183
116,10,140,36,165,63,189,88,213,108,237,135,264,162,290,186
115,11,139,38,163,62,191,87,213,112,238,134,263,160,288,185
115,10,140,36,164,63,189,86,215,110,238,134,262,162,288,184
117,13,142,38,164,60,190,87,212,108,239,135,263,159,287,185
115,12,138,38,165,61,189,88,213,110,239,134,263,160,288,186
115,12,140,37,166,61,190,87,213,113,238,135,263,159,289,184
114,11,143,37,163,62,191,87,214,110,238,135,264,161,289,185
115,13,142,38,166,62,189,88,213,111,237,137,264,159,287,187
114,14,138,37,164,61,189,86,213,110,238,135,264,160,288,185
114,11,139,37,164,62,190,87,214,111,238,133,262,159,287,185
115,13,138,36,166,62,190,86,215,109,238,135,263,160,288,185
116,11,140,36,165,62,191,87,213,111,237,135,264,160,290,185
114,12,140,38,164,63,191,87,213,110,238,134,262,160,288,186
114,11,139,36,164,63,191,87,212,111,238,135,264,161,287,185
113,12,141,38,166,62,190,88,212,112,238,134,266,160,288,186
115,13,138,39,164,62,191,89,214,112,235,136,263,159,289,185
116,12,140,37,165,62,191,87,213,110,239,136,261,159,288,185
115,12,140,37,165,61,189,87,213,109,240,135,264,160,290,184
115,10,140,37,166,63,189,88,213,109,239,136,262,159,287,184
114,11,140,37,164,62,189,86,213,110,239,135,262,160,289,185
114,11,140,37,164,62,190,86,213,111,239,135,263,160,289,184
115,11,139,37,166,62,190,86,212,109,237,136,263,159,288,187
114,13,140,36,164,64,189,86,212,109,239,135,263,159,288,186
114,13,140,38,166,60,189,88,212,111,236,135,263,159,289,185
115,10,141,38,164,62,188,87,213,110,239,133,263,161,288,184
115,12,140,36,166,61,189,86,215,109,239,135,263,159,287,184
115,10,139,37,165,63,190,86,212,110,239,135,262,161,289,185
116,11,139,38,165,62,191,89,213,112,238,134,263,161,289,187
115,13,143,35,165,61,191,88,212,110,238,133,261,161,288,185
115,12,141,37,166,63,191,85,212,110,240,135,264,161,288,185
114,11,142,36,165,61,188,87,215,108,239,135,264,162,287,185
114,10,139,37,166,62,190,87,214,109,237,134,264,159,289,184
115,13,139,35,166,64,190,88,213,110,238,134,264,160,288,185
114,13,139,35,166,61,190,87,215,110,238,136,265,160,286,186
116,14,141,35,166,61,189,86,214,110,237,136,264,160,287,182
113,13,141,38,165,62,189,87,213,109,238,136,264,161,287,184
116,12,141,39,164,63,191,89,213,111,240,134,265,160,288,185
114,12,141,38,165,62,191,87,212,112,238,135,262,160,288,185
116,12,140,36,167,60,188,88,212,111,237,136,263,160,288,184
114,12,141,36,165,61,190,87,212,111,239,134,265,159,289,184
115,10,139,38,165,64,189,86,214,112,238,133,264,159,288,187
114,12,143,35,166,61,191,86,212,110,238,134,264,158,289,185
115,13,141,36,164,60,191,85,213,109,238,136,262,161,288,184
117,11,139,37,164,61,189,88,213,111,238,135,263,159,288,185
117,11,141,35,166,61,191,89,214,109,237,135,263,159,287,186
114,12,140,39,165,62,191,87,213,110,239,135,263,161,290,185
115,11,141,37,165,62,190,88,212,110,237,136,262,160,287,184
116,11,139,38,164,62,191,89,213,109,237,134,263,160,288,186
117,11,141,37,166,63,190,88,211,108,239,137,262,160,289,184
115,11,139,37,165,62,190,87,214,111,238,136,263,159,288,185
117,13,141,37,164,62,189,89,215,109,236,134,261,159,290,185
116,13,139,38,164,63,190,85,213,110,240,134,265,161,289,184
114,12,141,39,166,61,190,88,211,110,237,135,264,161,287,185
115,12,140,36,164,62,190,86,211,108,236,135,261,160,287,185
114,12,140,38,165,63,191,86,213,109,237,136,261,161,289,184
115,14,139,37,166,60,189,86,213,109,239,136,262,159,290,184
115,12,139,38,164,62,191,87,212,109,236,136,262,159,288,185
115,12,140,36,167,63,191,87,214,110,238,133,265,160,287,185
117,12,138,37,165,63,189,87,215,109,238,133,264,160,287,186
114,11,141,38,165,62,190,87,212,110,238,137,261,159,287,185
117,12,140,37,165,62,189,87,213,111,238,134,263,161,287,185
116,13,140,37,165,62,191,87,215,109,238,135,263,159,289,184
115,12,140,36,166,62,190,84,214,108,239,135,261,160,288,186
114,11,139,38,165,62,189,86,213,110,237,135,263,159,288,185
113,12,144,37,166,64,190,87,214,110,238,136,264,159,287,186
114,11,140,37,165,62,192,86,212,111,238,134,264,158,288,185
115,11,140,36,164,61,190,87,214,110,237,134,264,160,289,186
114,13,139,38,165,60,191,87,212,107,237,136,262,161,287,184
114,13,140,37,166,61,189,87,214,108,238,134,263,160,288,184
116,12,140,38,166,60,190,89,213,110,237,135,262,160,288,185
114,11,141,37,166,62,189,86,212,111,237,135,263,161,289,185
114,13,140,37,164,62,192,86,212,111,237,135,263,161,290,184
114,13,138,37,165,63,189,86,213,109,238,136,263,159,287,184
116,14,140,37,166,62,191,86,212,109,238,137,265,162,288,184
115,12,142,35,166,62,190,88,214,110,238,136,265,161,289,184
116,13,140,36,166,62,190,88,213,110,237,135,262,160,288,186
115,11,139,36,165,63,190,87,214,111,239,135,262,160,289,186
116,13,140,37,164,63,190,88,213,110,236,134,263,160,288,187
115,11,140,36,165,63,190,86,214,109,237,135,264,161,287,185
114,11,141,37,165,61,190,87,212,110,239,135,262,161,289,185
113,12,140,37,166,65,191,86,211,109,237,135,262,160,286,183
114,12,139,39,163,62,189,86,212,107,237,135,262,162,287,186
113,11,139,37,164,62,191,88,212,110,239,135,261,160,288,185
115,12,139,39,166,62,192,88,212,110,238,136,264,160,289,186
115,12,142,37,164,62,189,87,213,110,238,137,264,159,288,185
115,11,141,37,164,61,191,87,214,110,239,135,263,161,289,185
114,12,140,37,164,63,189,89,213,109,238,134,261,160,289,185
115,11,139,37,164,61,190,86,211,110,240,134,263,160,289,185
113,12,140,36,164,60,190,87,212,110,237,136,263,160,287,185
116,13,140,37,164,63,189,88,213,109,239,134,263,159,288,185
114,13,138,38,165,64,188,86,212,109,238,135,263,160,287,185
114,11,139,38,165,63,190,87,212,110,239,136,263,159,287,185
115,12,141,37,164,64,188,88,213,110,238,135,263,159,288,186
