"1H","1L","2H","2L","3H","3L","4H","4L","5H","5L","6H","6L","7H","7L","8H","8L"
9,10,37,35,62,60,89,85,216,213,240,237,265,264,289,288
12,9,37,37,62,60,87,85,214,210,238,239,266,263,290,289
10,11,35,36,62,60,87,85,216,213,239,238,267,262,290,289
13,11,37,35,63,59,87,85,214,213,238,239,265,262,291,288
12,8,36,34,60,61,90,84,214,212,241,240,265,264,291,288
11,11,37,34,63,59,86,86,215,213,241,240,267,262,291,287
12,9,37,34,64,61,87,85,216,213,241,238,264,263,290,287
13,10,36,36,62,59,87,87,215,213,241,238,266,263,290,288
11,11,37,35,63,59,87,84,215,214,240,239,265,262,291,288
13,10,38,34,64,61,88,83,214,215,241,237,265,264,290,288
12,9,37,36,61,60,87,85,214,214,241,237,263,263,291,287
11,10,38,36,62,58,87,86,215,214,241,238,266,264,290,288
10,10,37,34,64,62,87,85,215,215,239,239,266,261,291,289
10,11,38,35,61,58,86,83,215,213,240,238,265,262,291,288
13,8,37,35,63,59,89,84,214,213,239,238,265,264,291,287
12,8,36,35,62,58,89,85,213,211,238,236,264,262,288,287
14,11,38,35,62,59,86,86,215,213,238,239,265,264,290,288
13,11,38,37,62,60,85,86,215,212,238,237,265,263,290,289
13,10,38,35,62,60,89,86,215,213,239,238,265,263,289,287
13,11,37,35,63,59,87,85,215,213,239,237,265,263,292,288
11,11,39,35,61,60,86,84,213,213,242,237,264,262,289,288
13,7,36,35,60,60,86,86,215,213,241,240,265,263,291,288
13,11,38,36,63,59,86,86,217,211,240,240,265,264,290,290
13,10,39,35,63,58,87,86,217,214,240,237,266,262,288,288
13,10,37,35,62,59,87,86,213,214,241,239,267,264,290,288
12,10,38,33,61,58,88,85,215,211,240,237,265,263,288,289
11,11,38,35,62,61,89,86,213,213,239,238,265,263,291,288
13,10,38,34,61,62,88,86,214,214,240,239,265,262,291,288
13,11,36,34,61,59,87,84,217,215,240,238,266,264,290,287
13,10,38,35,63,59,88,87,216,215,240,240,265,264,290,288
12,9,35,35,60,59,86,86,215,212,242,239,265,263,292,287
12,11,39,35,63,61,86,86,215,214,241,237,264,263,289,289
12,11,36,36,62,60,87,85,215,214,241,237,266,262,290,288
13,12,37,36,61,60,87,84,214,212,239,237,265,264,291,290
12,10,37,36,62,61,86,84,215,214,242,239,264,263,291,289
11,11,36,35,62,60,87,85,214,213,241,237,264,264,290,288
12,12,37,34,63,60,86,85,214,214,238,237,266,265,289,289
11,10,37,35,64,59,88,86,214,213,239,238,264,262,289,289
11,9,37,36,64,60,87,85,216,213,242,237,264,262,289,289
12,10,39,35,64,59,87,85,214,213,238,237,266,264,291,289
10,10,35,33,64,59,87,87,214,212,240,239,265,264,291,287
10,10,37,35,63,59,88,85,213,214,240,237,263,262,291,288
13,12,38,35,62,61,88,84,216,213,239,236,266,263,289,288
11,10,36,35,62,59,87,86,215,213,241,239,265,264,289,288
10,10,37,35,60,60,88,87,215,213,239,240,264,263,291,288
12,10,39,36,61,61,86,84,216,213,240,239,267,263,291,288
13,10,35,36,61,60,88,85,215,212,238,238,263,262,289,288
13,10,36,35,61,61,87,85,216,213,240,239,264,265,291,287
12,11,36,35,63,60,86,85,215,213,239,238,266,261,288,287
13,10,38,34,63,60,86,85,214,214,240,238,263,262,290,287
11,11,36,34,62,58,87,86,216,215,240,237,266,264,289,289
13,11,37,37,62,59,89,86,216,214,241,239,265,264,289,288
11,11,36,36,63,59,85,84,216,212,239,237,265,264,289,290
12,9,37,35,63,60,87,85,215,212,239,237,265,264,290,290
14,12,38,34,61,62,86,86,215,213,240,237,264,263,291,287
13,10,37,34,60,60,87,84,214,214,240,239,264,263,290,288
13,10,35,37,61,59,87,85,217,214,238,236,264,265,289,288
11,11,36,35,62,61,88,87,215,212,239,238,265,264,289,290
11,11,38,34,62,60,88,84,215,213,240,239,264,264,291,286
14,9,39,36,64,60,88,86,217,213,241,239,265,263,289,289
11,9,36,34,63,60,89,85,217,213,240,240,265,261,290,288
12,9,37,36,63,60,86,84,214,212,239,237,264,261,288,288
13,10,37,36,63,60,87,85,215,214,240,239,262,265,290,289
13,10,36,35,62,61,88,85,215,211,241,237,266,263,291,290
13,10,36,36,61,60,86,84,216,214,241,238,267,263,290,288
12,11,39,36,61,59,86,85,215,211,239,239,265,263,290,287
11,9,38,34,61,61,87,86,215,213,241,237,265,262,290,287
12,9,36,36,61,59,88,85,215,213,239,238,267,263,290,289
11,11,35,34,60,61,86,87,215,212,241,240,265,263,290,288
13,11,37,34,63,59,84,87,214,212,240,238,264,264,290,288
13,8,37,36,61,61,86,84,215,213,240,237,266,263,290,288
14,10,37,35,63,61,86,86,215,214,241,239,266,262,291,288
12,9,38,35,64,61,86,86,215,213,242,237,264,263,290,289
11,8,37,36,62,60,87,84,215,212,240,238,263,262,291,289
13,10,36,34,62,61,88,87,216,212,239,239,265,264,290,288
13,10,39,37,63,58,86,87,215,214,241,237,264,263,290,287
12,10,37,37,62,60,86,86,216,213,240,239,265,264,292,289
10,10,37,36,61,60,86,86,214,211,240,239,265,263,291,288
13,11,37,35,61,61,88,84,217,213,239,238,267,263,291,288
13,10,37,35,62,60,86,87,214,214,240,239,267,261,289,288
12,9,35,35,62,61,85,84,215,213,239,239,266,264,290,288
13,9,38,34,62,60,88,85,216,215,239,237,264,263,291,289
12,10,38,35,62,61,87,86,215,215,240,239,264,263,290,290
13,10,38,34,63,60,86,85,214,214,241,237,264,263,290,286
12,9,37,36,63,61,86,87,214,213,241,238,264,263,289,288
12,10,37,36,63,59,84,84,216,214,241,239,266,264,290,288
12,11,36,36,62,61,87,84,217,214,238,239,264,263,291,289
12,10,37,37,63,60,87,85,217,215,240,240,265,262,290,288
11,9,36,34,62,60,88,86,217,213,239,239,266,263,290,288
12,10,38,36,62,59,87,88,216,213,240,239,266,264,289,288
12,11,36,34,62,61,88,84,215,214,241,235,266,263,288,288
12,11,35,35,61,63,87,86,215,213,238,237,265,264,289,291
14,11,37,36,61,62,88,86,216,213,241,238,265,261,289,287
11,10,35,34,62,61,85,86,214,214,238,236,265,263,290,287
12,10,36,35,61,59,88,84,213,212,239,238,265,264,289,288
13,9,38,34,62,60,88,85,216,212,240,237,263,263,292,288
14,11,39,35,63,60,88,85,214,212,242,238,264,263,290,288
12,9,37,35,61,58,87,83,216,212,239,238,265,264,291,287
12,9,38,34,62,60,86,84,213,213,239,239,265,264,290,288
12,10,36,33,60,60,87,84,212,213,240,237,265,262,290,288
12,12,39,35,63,60,88,87,215,214,241,238,264,262,290,286
13,11,37,35,62,59,88,84,214,214,241,237,265,262,291,288
12,11,36,35,64,61,88,86,215,212,240,239,267,264,288,286
12,10,37,35,62,62,87,86,215,213,241,237,266,263,290,288
12,9,36,36,64,61,89,84,214,213,240,239,264,264,290,288
13,10,37,36,62,61,86,86,215,212,240,241,264,263,290,286
13,10,37,33,62,60,84,86,214,213,240,238,266,262,290,289
12,10,38,36,63,60,87,84,214,212,241,239,265,265,289,288
12,11,36,33,63,61,87,86,215,212,239,239,264,265,288,288
13,9,37,35,61,61,86,85,216,211,239,238,263,263,290,289
12,11,37,34,63,59,87,85,214,215,240,239,265,262,289,288
14,11,38,34,63,61,86,84,216,213,240,237,264,265,289,287
12,9,39,36,62,59,86,85,214,213,241,236,263,263,292,289
13,11,39,36,62,59,88,84,214,214,240,239,266,263,289,289
10,12,38,35,62,62,84,85,216,215,242,238,266,262,290,287
12,9,35,33,63,60,87,85,216,212,240,238,266,265,289,289
12,11,38,35,63,60,87,85,216,212,242,238,265,265,292,289
11,9,38,36,62,61,86,86,216,213,241,237,264,263,290,288
11,11,36,36,61,60,87,84,215,212,241,237,265,262,289,289
13,10,36,34,63,59,87,85,217,212,240,239,266,261,291,290
13,12,36,36,62,60,86,86,215,213,240,239,265,263,290,289
11,9,37,34,63,58,86,86,215,212,238,238,267,264,289,290
12,10,37,37,60,60,89,85,215,215,238,239,264,264,290,290
11,9,35,34,61,60,88,85,216,213,239,239,266,262,291,287
11,10,35,36,63,59,86,86,215,213,240,238,263,265,291,288
13,9,37,35,61,60,87,85,216,215,241,236,268,264,290,287
11,9,36,34,65,59,88,85,214,215,239,239,264,263,290,288
13,11,37,36,61,61,86,85,214,213,240,240,264,263,291,288
12,9,38,35,62,60,87,85,215,213,238,238,264,262,291,288
13,11,37,36,60,59,87,85,215,212,242,238,265,263,290,288
11,9,37,35,64,60,89,86,214,212,240,238,264,263,290,288
11,10,38,36,63,60,86,85,216,212,238,238,264,263,289,288
13,11,36,35,61,60,88,85,216,214,241,237,265,265,290,289
12,11,38,36,62,60,86,85,215,213,241,237,265,263,290,287
12,10,38,35,61,60,87,85,215,214,241,239,265,262,289,287
12,10,38,36,60,60,87,87,215,213,241,238,264,261,291,287
13,11,37,35,61,61,87,84,216,212,240,238,264,264,291,286
11,9,36,36,61,62,87,86,215,212,241,239,265,263,291,289
11,9,38,34,63,58,87,85,213,214,240,239,267,262,291,289
11,10,38,35,62,60,87,83,215,212,238,237,265,262,289,288
10,10,40,34,62,61,87,84,215,212,242,238,264,266,289,288
13,11,39,36,62,59,87,86,214,211,241,237,266,262,289,289
12,11,37,34,63,61,86,84,215,212,241,238,266,263,290,287
12,10,36,37,61,60,87,85,217,213,239,240,265,261,289,289
12,8,38,36,63,61,89,84,218,213,241,239,266,263,288,289
11,10,39,35,61,61,86,85,216,212,240,238,264,263,292,286
11,10,36,36,63,61,87,86,215,213,241,238,266,263,290,288
13,10,36,35,63,61,88,85,216,213,242,237,264,263,292,287
11,9,39,36,62,58,86,86,216,214,239,236,266,263,290,287
12,10,39,36,62,59,86,86,217,213,241,237,264,264,290,289
11,9,37,35,60,61,88,86,214,213,241,238,266,263,289,289
12,10,35,34,62,59,88,86,216,213,241,237,265,265,291,289
11,10,36,34,62,59,86,86,218,212,240,238,264,264,290,290
11,9,38,33,62,61,88,85,213,213,239,238,265,263,291,289
14,11,39,35,63,60,88,85,216,212,241,237,265,264,290,287
13,9,37,36,61,60,89,85,216,214,241,238,265,263,291,289
10,7,36,35,63,60,86,85,215,213,239,239,263,263,290,288
12,10,37,34,61,58,88,84,216,211,238,237,266,263,289,287
12,11,37,37,60,58,87,84,214,212,241,236,265,260,290,288
11,10,36,36,64,60,85,85,214,214,240,239,263,263,289,287
12,11,38,37,63,60,86,84,214,211,239,239,266,262,290,287
12,9,38,36,63,59,88,85,213,214,240,240,265,263,289,287
12,10,37,34,63,58,88,85,215,213,241,238,266,263,287,288
14,8,38,35,62,61,86,84,215,212,240,236,266,263,289,286
10,11,37,34,63,61,87,83,215,212,240,237,263,263,292,286
13,12,37,36,63,60,85,87,215,212,239,238,266,265,290,289
12,11,37,37,60,61,88,84,215,212,240,239,264,263,290,288
13,10,38,34,61,61,87,86,217,213,240,238,265,264,289,288
12,10,37,34,61,59,89,84,215,212,240,238,265,263,290,290
11,8,36,36,63,61,87,85,215,213,241,237,265,265,289,287
10,11,38,33,60,59,87,85,214,212,241,239,265,264,290,290
12,10,38,37,62,60,86,86,214,213,239,239,266,264,290,288
14,9,37,36,61,60,86,83,214,214,241,239,264,261,290,288
13,9,34,33,62,60,88,85,215,213,240,237,264,264,291,289
14,10,39,35,60,61,88,85,216,214,241,239,265,262,290,288
13,9,36,35,63,61,87,86,214,213,238,237,265,264,290,287
13,10,37,33,62,59,87,85,214,212,243,238,266,263,291,287
13,9,39,35,62,59,87,85,214,213,240,239,265,264,290,288
12,12,35,34,63,59,87,83,214,214,240,237,266,263,290,286
11,10,36,34,61,61,87,85,215,215,240,239,263,261,290,287
11,11,36,35,60,60,86,86,216,213,239,238,265,262,289,288
10,7,36,36,61,60,85,85,212,212,240,238,265,262,290,287
12,10,38,37,61,61,86,84,215,213,240,240,264,264,291,289
13,9,38,32,62,59,88,85,216,214,240,238,267,263,290,288
13,9,38,36,62,61,86,84,214,212,241,237,264,263,290,288
12,12,37,34,61,59,88,85,215,214,240,238,266,263,289,287
11,9,37,36,62,61,88,86,216,211,241,238,266,263,290,288
15,10,36,35,63,60,87,85,215,213,240,239,267,262,289,288
13,11,36,36,61,59,87,85,215,214,238,237,265,265,290,289
13,10,37,34,63,61,88,85,213,213,240,237,265,262,291,288
12,9,38,35,63,61,89,85,215,214,240,239,262,263,290,289
12,11,37,35,64,59,87,84,215,213,241,238,265,263,289,290
12,10,37,36,62,60,87,84,216,212,242,240,265,262,290,287
14,9,35,35,62,63,86,84,215,214,240,238,266,262,291,288
12,9,37,36,61,59,88,85,216,213,241,237,267,263,290,289
13,12,36,35,62,60,87,85,216,213,240,237,263,262,288,289
10,9,38,35,61,61,88,85,214,212,239,239,265,265,290,288
11,8,38,35,63,59,86,85,216,213,240,237,264,263,291,286
11,11,35,34,61,62,87,83,216,213,241,238,266,262,290,288
13,10,38,35,63,59,87,84,214,214,240,237,265,264,289,287
12,9,36,36,61,59,88,85,213,214,241,239,265,263,288,288
12,8,37,37,61,60,88,85,215,215,240,239,265,262,290,288
13,10,38,36,63,61,87,85,215,213,239,238,266,262,291,288
13,11,38,35,62,63,87,84,214,213,240,239,264,263,291,291
11,11,36,35,62,60,86,86,216,213,239,236,266,261,292,288
12,10,37,35,62,61,89,85,214,212,238,238,267,263,291,287
11,9,37,34,63,59,87,85,217,211,239,237,266,265,289,288
12,10,38,35,63,60,87,85,216,212,239,238,265,261,290,287
14,10,35,34,62,58,87,86,216,214,239,239,265,264,288,289
13,11,38,34,63,60,86,86,216,215,239,238,265,263,289,288
13,10,38,36,60,61,88,85,215,212,241,237,265,266,288,287
11,11,34,34,63,60,85,84,215,214,240,238,265,262,288,288
10,9,38,35,62,60,87,86,216,213,240,237,267,263,291,288
11,10,37,34,62,60,87,84,216,214,239,238,265,263,288,288
13,11,37,35,62,60,86,84,215,215,240,238,265,263,289,289
12,11,37,35,62,60,88,86,217,212,241,239,265,262,291,288
10,8,38,36,61,58,87,84,214,211,241,237,266,263,290,289
12,10,38,34,63,60,88,85,214,213,241,238,266,265,291,288
13,11,38,36,62,60,85,85,217,214,240,239,264,263,290,288
13,9,37,36,63,61,87,86,214,214,239,239,265,264,290,288
11,10,37,35,62,60,87,84,217,213,240,239,265,263,289,285
10,9,37,35,61,59,86,86,216,213,239,239,264,264,290,288
11,11,37,35,63,61,88,85,215,216,240,238,265,263,291,288
12,11,37,35,62,61,87,86,215,214,241,239,265,263,290,288
13,11,36,35,63,59,87,86,215,213,240,237,263,262,292,288
10,10,38,35,61,60,87,85,215,213,240,237,265,263,290,287
13,11,36,36,62,59,87,84,215,214,240,237,263,263,291,287
12,11,36,35,62,59,88,84,214,213,241,237,265,263,289,289
13,12,37,36,64,60,87,84,216,213,239,236,264,264,289,288
10,10,37,35,63,61,89,85,215,213,240,239,264,264,288,287
11,8,38,33,63,60,87,84,215,213,241,237,264,263,291,288
12,10,38,35,61,59,88,85,215,212,239,236,264,265,288,288
13,10,37,35,63,61,87,84,215,213,239,237,266,263,289,288
13,10,38,36,63,61,89,87,214,214,238,237,265,263,290,287
12,11,36,35,61,59,87,86,215,213,240,236,265,264,287,288
14,11,36,33,63,60,87,86,214,214,240,238,266,262,290,289
11,9,36,35,63,59,87,84,215,212,239,238,265,263,288,289
13,10,37,34,62,61,85,87,215,214,240,236,265,263,292,287
12,10,38,34,64,60,85,85,215,214,239,240,264,262,290,286
11,9,38,34,63,61,87,85,215,213,241,237,266,263,290,287
13,10,38,34,61,60,87,83,214,211,239,238,266,263,291,287
13,8,37,36,63,60,86,86,214,213,241,238,266,263,289,289
13,9,37,34,62,61,88,85,215,213,240,235,265,262,291,289
11,9,36,35,62,59,88,84,213,211,240,238,266,263,290,289
12,9,37,35,59,59,89,85,215,214,239,238,262,261,290,288
13,9,37,36,62,59,85,86,217,211,241,238,264,261,288,286
12,10,37,34,62,60,88,85,215,212,240,239,265,264,291,291
13,11,36,34,63,60,88,85,215,215,240,238,267,264,291,287
12,9,36,34,62,60,88,86,214,214,240,237,264,263,292,288
13,9,36,34,62,61,88,84,215,213,241,238,264,263,290,287
11,9,38,36,64,59,87,85,216,210,240,236,264,264,290,287
13,10,37,33,62,61,87,86,216,213,240,241,265,262,290,290
11,10,37,34,61,59,88,84,215,212,239,237,265,262,292,290
10,10,35,34,61,60,86,86,215,213,238,237,265,263,289,286
11,10,37,33,62,59,88,84,214,213,241,240,264,265,289,287
12,8,37,35,61,60,86,85,215,213,240,238,265,264,290,287
13,10,37,37,60,59,86,85,215,213,239,237,265,264,288,288
10,11,37,37,63,60,86,84,215,213,239,238,264,265,290,288
11,11,38,34,63,61,88,85,216,213,240,237,264,262,290,289
14,9,37,34,61,60,87,85,215,213,238,238,265,263,291,288
12,8,37,34,62,62,88,86,214,212,241,239,265,261,291,289
13,12,39,36,62,58,89,84,215,214,240,237,265,262,288,287
11,10,38,32,62,59,86,86,214,212,240,237,267,262,292,286
12,10,37,35,63,61,88,85,214,212,240,238,266,264,290,287
12,10,36,35,62,61,88,84,214,213,238,237,265,262,291,287
12,8,38,34,61,60,87,84,215,213,242,238,264,263,289,288
12,9,36,33,61,62,86,86,214,213,242,236,264,263,291,286
12,8,37,35,63,62,90,83,215,211,238,237,266,264,290,288
9,9,38,33,61,59,85,85,213,213,239,240,266,265,290,287
14,10,37,35,61,60,86,84,214,214,240,239,263,263,289,288
14,9,37,34,63,59,88,84,216,212,241,238,266,263,290,288
11,11,37,35,62,59,85,85,215,214,237,237,264,262,291,287
12,10,37,35,62,60,87,85,215,214,243,239,267,261,290,288
13,9,37,34,61,60,85,85,216,214,239,237,265,264,290,288
13,10,37,34,63,59,87,84,215,212,240,237,266,261,290,289
13,11,37,34,61,60,89,86,216,213,240,237,266,264,290,289
11,11,37,34,62,59,87,86,216,213,240,237,266,264,289,288
15,10,38,34,63,60,87,87,217,212,239,239,265,263,291,288
11,10,37,34,62,60,88,84,216,212,240,237,266,263,290,288
13,10,38,35,63,60,86,84,217,213,241,239,264,263,290,288
12,11,36,35,61,59,86,84,215,214,241,238,265,262,290,285
12,11,36,35,60,60,86,84,214,213,239,238,264,262,289,289
12,11,36,36,62,60,87,87,216,213,240,237,265,264,291,288
11,10,37,35,63,60,86,82,215,212,242,238,264,263,289,289
14,10,37,36,61,60,87,84,215,215,242,238,266,260,291,290
12,10,36,34,62,59,88,84,217,213,239,239,266,261,289,287
12,9,37,36,63,60,86,85,216,214,242,237,266,264,288,289
12,8,36,36,62,60,87,85,214,212,239,240,265,263,290,288
12,11,37,34,61,59,87,86,217,212,239,238,267,265,290,289
11,8,35,35,61,60,85,86,216,213,240,237,264,262,290,288
12,10,38,34,62,59,87,84,215,213,240,238,265,265,290,288
10,10,37,36,60,61,86,85,214,214,238,238,264,263,288,288
11,11,36,34,63,62,87,83,215,213,239,238,265,262,292,289
11,10,37,35,63,60,88,86,214,213,241,237,265,263,289,286
11,9,37,34,63,60,88,84,213,213,237,239,264,262,291,288
12,11,37,34,64,62,86,85,214,213,240,237,265,261,291,288
14,12,36,37,63,60,86,84,215,212,239,237,265,263,289,290
10,11,36,36,63,60,89,85,214,213,240,239,265,264,290,288
12,8,37,36,62,61,85,85,213,213,240,238,265,263,291,288
13,11,36,35,63,59,86,84,216,213,241,238,264,263,290,288
11,10,37,36,61,60,87,85,214,212,240,237,264,263,289,288
12,11,38,36,63,59,87,88,215,215,239,237,266,264,289,288
13,11,38,37,64,59,86,85,213,212,241,239,265,264,291,288
12,10,36,36,64,60,86,85,216,213,240,239,266,262,290,287
12,10,36,35,62,60,87,84,214,212,240,237,263,264,291,289
12,11,37,35,63,62,86,85,216,213,241,237,267,264,291,287
12,11,38,35,61,57,87,85,215,213,239,237,264,262,290,287
11,11,37,35,60,61,87,84,215,211,241,236,265,263,291,288
12,12,36,35,62,59,88,87,215,213,240,238,266,264,290,288
14,11,35,36,62,60,88,86,215,213,240,238,265,261,289,288
13,10,38,33,62,59,88,86,216,212,240,238,264,263,291,288
11,8,36,34,61,61,87,86,217,213,242,238,263,262,289,288
11,13,37,35,61,61,85,84,215,213,241,239,265,262,291,288
12,10,37,34,63,60,85,84,215,213,240,241,264,264,288,289
13,12,38,37,63,59,88,85,215,212,237,236,262,263,290,287
12,10,38,35,62,62,85,85,214,215,241,236,265,263,291,287
11,12,36,34,64,60,88,86,215,213,240,238,265,264,289,287
13,10,38,34,62,60,87,85,214,211,239,239,264,264,289,287
12,11,38,36,63,60,89,86,214,212,240,236,265,262,289,288
11,10,37,37,61,60,87,83,216,214,240,238,265,262,292,289
12,10,37,35,63,60,85,86,213,212,240,239,263,262,290,289
14,10,37,35,63,59,88,83,217,213,241,239,266,263,290,287
12,11,38,34,62,61,88,85,216,213,239,238,265,264,289,287
12,10,35,36,63,61,87,85,217,212,240,238,268,263,291,288
11,8,38,36,62,60,87,84,215,214,239,239,266,261,290,288
13,10,36,33,60,61,87,87,215,211,240,238,267,262,291,288
11,11,35,34,62,59,87,85,217,213,240,240,265,263,289,288
10,11,38,35,63,61,87,83,215,213,239,237,264,262,289,288
12,11,35,34,60,60,87,87,215,214,240,237,265,262,290,286
12,8,37,35,60,61,89,85,214,213,241,239,265,265,291,289
14,10,36,34,62,60,88,85,214,214,241,238,264,262,291,289
11,11,35,35,62,59,89,86,215,213,241,239,266,262,291,287
12,11,37,35,63,59,87,84,215,212,240,236,266,263,291,289
13,10,38,36,62,61,87,85,215,213,242,238,265,264,291,290
13,10,37,35,63,61,87,85,213,212,240,238,265,263,290,288
12,11,36,37,62,62,88,82,214,212,239,238,264,263,290,288
11,8,37,35,63,60,89,85,213,214,239,239,264,264,288,288
12,10,37,33,63,59,87,84,214,213,241,237,264,263,289,287
14,10,37,35,61,61,87,85,217,211,240,238,263,262,291,289
12,8,37,36,61,58,87,86,217,212,241,239,267,263,290,287
10,10,37,35,63,60,87,85,214,214,242,239,266,264,291,289
13,12,36,36,60,61,87,84,216,213,240,236,264,262,291,289
13,10,37,36,59,59,86,85,215,213,239,237,265,264,291,288
12,10,37,36,62,58,87,84,215,212,240,237,265,263,292,290
12,10,37,35,62,60,87,84,216,213,243,237,265,263,291,288
12,10,38,34,62,62,86,82,215,214,239,237,265,264,289,289
12,11,37,35,63,59,87,85,216,212,240,239,266,264,289,287
11,11,36,35,63,59,87,86,215,214,241,237,265,262,292,288
12,10,36,36,63,59,87,85,214,214,239,239,265,262,290,287
11,9,38,35,62,61,87,84,215,213,240,238,266,263,291,288
12,9,35,34,62,59,87,85,215,211,241,237,265,262,290,287
13,9,37,37,62,59,88,86,214,212,240,238,265,262,289,287
13,11,37,36,60,59,88,86,215,214,239,239,265,264,291,288
13,8,36,34,61,59,87,86,215,215,240,238,263,263,288,287
11,8,37,36,63,59,86,85,216,214,240,239,264,263,290,289
12,9,38,35,62,61,87,85,215,212,239,238,266,263,288,289
13,10,35,36,61,60,86,84,215,213,241,238,265,264,291,286
11,9,36,35,63,60,88,85,214,213,240,236,266,263,289,288
14,11,39,35,62,59,87,85,215,212,239,239,265,264,290,288
11,10,36,35,61,61,88,85,215,212,242,236,264,263,291,286
12,10,36,35,62,57,88,85,215,212,239,237,264,263,289,288
12,11,36,34,62,61,87,83,215,214,240,238,265,263,289,287
12,10,37,34,62,60,87,85,215,215,240,238,264,264,290,286
12,10,37,35,62,60,87,85,215,214,240,238,266,262,290,288
12,10,36,35,62,60,86,84,215,212,240,240,265,264,291,288
11,11,37,35,63,59,87,85,216,212,239,239,265,262,290,287
11,10,38,35,63,59,88,85,215,215,239,237,266,262,290,288
11,9,37,34,63,60,87,84,215,213,239,237,265,263,289,288
12,11,38,34,64,58,87,85,217,212,241,240,265,263,292,289
13,11,36,37,63,60,87,84,215,213,241,238,263,265,288,288
14,10,37,35,62,60,88,84,214,215,241,238,264,263,291,287
12,10,38,35,63,60,88,87,216,213,241,239,264,262,289,287
12,10,37,35,62,59,86,86,215,213,242,238,265,264,289,289
12,12,37,36,63,61,87,83,215,214,243,238,265,262,290,287
12,10,37,35,64,59,88,85,216,212,240,237,264,263,290,287
11,10,37,35,62,59,87,85,218,213,238,239,263,264,289,287
12,7,37,35,63,59,87,85,216,214,241,237,264,262,289,289
11,8,36,34,62,62,87,86,216,212,239,236,266,264,290,287
12,10,37,36,61,60,88,87,215,213,240,237,264,261,291,289
12,10,37,35,63,60,87,84,215,213,239,238,265,260,290,289
11,10,38,36,62,60,90,86,215,212,241,237,265,265,290,288
12,11,36,34,62,60,85,86,214,211,239,238,264,264,290,288
12,10,37,35,64,61,87,85,216,213,242,238,264,265,290,287
13,11,35,35,60,61,88,85,216,215,239,236,264,263,290,288
12,9,36,34,62,61,87,86,216,212,241,238,264,263,289,289
12,9,36,36,62,59,89,85,214,212,239,239,266,263,291,288
11,9,38,35,62,60,87,83,215,213,240,238,265,262,292,290
13,11,37,34,62,60,86,85,214,214,240,238,265,264,291,290
12,10,37,34,64,61,87,84,215,212,241,236,265,263,288,288
11,11,37,34,60,60,87,84,215,214,241,238,265,263,290,288
12,10,36,36,63,61,87,85,216,213,242,239,265,262,291,288
13,9,37,38,61,59,87,83,215,211,240,239,265,263,290,289
11,10,39,34,63,60,88,85,214,213,239,238,265,262,288,289
14,8,38,35,62,61,86,86,215,213,239,239,266,263,291,288
12,9,38,35,63,58,87,84,214,213,242,239,266,261,290,288
13,9,36,38,62,60,87,84,215,213,240,239,265,263,290,288
12,11,37,33,61,61,86,85,216,212,240,239,265,264,290,288
12,9,37,34,61,60,87,84,214,212,241,237,265,264,289,287
10,11,36,34,61,61,87,85,216,213,239,239,265,262,291,288
11,12,37,35,62,59,86,84,216,214,240,236,266,261,292,288
12,10,39,35,62,60,86,84,216,212,239,239,264,265,291,289
13,10,36,34,63,60,87,85,216,212,237,239,265,261,290,288
10,8,38,37,62,60,86,85,214,213,240,238,264,265,288,287
13,9,36,35,63,59,88,86,214,212,239,236,265,262,288,290
13,10,37,37,61,60,86,86,216,212,240,239,265,263,290,287
11,10,36,36,63,59,87,84,216,213,241,239,265,263,290,287
12,9,38,34,63,60,87,86,215,213,240,239,264,263,290,288
11,13,36,34,63,61,86,84,216,214,241,238,265,262,290,288
12,10,37,35,62,59,88,85,217,213,239,238,264,262,290,287
13,10,38,34,61,60,87,83,215,212,240,239,265,262,290,288
13,11,37,35,61,60,89,85,215,215,239,239,265,264,290,288
11,10,37,36,60,60,87,84,214,213,241,237,264,263,292,286
12,9,38,35,63,61,85,85,214,215,241,239,266,263,289,288
11,11,39,35,62,60,88,85,215,212,239,238,263,263,289,289
12,12,39,34,60,60,87,84,216,214,241,239,265,263,289,289
10,10,37,34,63,59,89,86,215,212,240,239,265,263,290,289
9,11,36,35,63,60,86,86,215,214,241,239,265,263,290,289
13,10,38,36,60,59,90,85,215,212,242,239,265,264,290,288
14,11,37,35,64,60,88,84,215,213,239,238,265,261,290,288
12,9,38,36,63,61,87,84,214,214,240,239,265,263,287,287
13,12,37,37,61,60,88,83,215,213,241,237,265,265,290,287
12,9,37,37,61,58,87,85,215,212,240,239,264,262,289,288
13,9,39,35,62,59,89,85,216,213,240,236,267,262,288,286
13,10,37,36,62,59,86,85,213,211,240,238,265,264,291,288
12,10,38,34,61,61,87,86,217,213,241,238,265,264,291,287
10,12,37,36,61,60,86,84,214,212,239,237,264,262,290,290
13,11,37,35,65,62,87,86,216,213,240,236,266,264,290,289
12,10,36,35,63,60,86,85,215,211,240,236,265,262,289,288
11,9,37,34,63,58,89,83,215,214,240,238,265,262,291,288
12,9,35,36,61,60,87,86,215,213,242,236,265,264,293,286
12,10,38,35,62,59,86,86,213,212,239,238,266,264,291,287
13,13,35,35,61,60,88,85,218,214,240,237,265,263,289,289
11,8,36,35,62,60,85,85,215,213,238,239,265,262,291,288
11,11,37,35,62,60,88,86,216,211,239,239,265,264,289,287
13,9,38,37,64,60,86,85,214,215,240,237,266,263,289,288
